x,y,faa,height,inv_msk,bouguer,inv_pad
277000.0,2323000.0,,5000,False,,False
279500.0,2323000.0,,5000,False,,False
282000.0,2323000.0,,5000,False,,False
284500.0,2323000.0,,5000,False,,False
287000.0,2323000.0,,5000,False,,False
289500.0,2323000.0,,5000,False,,False
292000.0,2323000.0,,5000,False,,False
294500.0,2323000.0,,5000,False,,False
297000.0,2323000.0,,5000,False,,False
299500.0,2323000.0,,5000,False,,False
302000.0,2323000.0,,5000,False,,False
304500.0,2323000.0,,5000,False,,False
307000.0,2323000.0,,5000,False,,False
309500.0,2323000.0,,5000,False,,False
312000.0,2323000.0,,5000,False,,False
314500.0,2323000.0,,5000,False,,False
317000.0,2323000.0,,5000,False,,False
319500.0,2323000.0,,5000,False,,False
322000.0,2323000.0,,5000,False,,False
324500.0,2323000.0,,5000,False,,False
327000.0,2323000.0,,5000,False,,False
329500.0,2323000.0,,5000,False,,False
332000.0,2323000.0,,5000,False,,False
334500.0,2323000.0,,5000,False,,False
337000.0,2323000.0,,5000,False,,False
-410500.0,2320500.0,,5000,False,,False
-408000.0,2320500.0,,5000,False,,False
-405500.0,2320500.0,,5000,False,,False
-403000.0,2320500.0,,5000,False,,False
-400500.0,2320500.0,,5000,False,,False
-398000.0,2320500.0,,5000,False,,False
-395500.0,2320500.0,,5000,False,,False
-393000.0,2320500.0,,5000,False,,False
-390500.0,2320500.0,,5000,False,,False
-388000.0,2320500.0,,5000,False,,False
-385500.0,2320500.0,,5000,False,,False
-383000.0,2320500.0,,5000,False,,False
-380500.0,2320500.0,,5000,False,,False
-378000.0,2320500.0,,5000,False,,False
-375500.0,2320500.0,,5000,False,,False
-373000.0,2320500.0,,5000,False,,False
-370500.0,2320500.0,,5000,False,,False
-368000.0,2320500.0,,5000,False,,False
-365500.0,2320500.0,,5000,False,,False
-363000.0,2320500.0,,5000,False,,False
-360500.0,2320500.0,,5000,False,,False
-358000.0,2320500.0,,5000,False,,False
-355500.0,2320500.0,,5000,False,,False
-353000.0,2320500.0,,5000,False,,False
-350500.0,2320500.0,,5000,False,,False
-348000.0,2320500.0,,5000,False,,False
-345500.0,2320500.0,,5000,False,,False
-343000.0,2320500.0,,5000,False,,False
-340500.0,2320500.0,,5000,False,,False
-338000.0,2320500.0,,5000,False,,False
-335500.0,2320500.0,,5000,False,,False
-333000.0,2320500.0,,5000,False,,False
-330500.0,2320500.0,,5000,False,,False
-328000.0,2320500.0,,5000,False,,False
-325500.0,2320500.0,,5000,False,,False
-323000.0,2320500.0,,5000,False,,False
-320500.0,2320500.0,,5000,False,,False
-318000.0,2320500.0,,5000,False,,False
-315500.0,2320500.0,,5000,False,,False
-313000.0,2320500.0,,5000,False,,False
-310500.0,2320500.0,,5000,False,,False
-308000.0,2320500.0,,5000,False,,False
-305500.0,2320500.0,,5000,False,,False
-303000.0,2320500.0,,5000,False,,False
-300500.0,2320500.0,,5000,False,,False
-298000.0,2320500.0,,5000,False,,False
-295500.0,2320500.0,,5000,False,,False
-293000.0,2320500.0,,5000,False,,False
-290500.0,2320500.0,,5000,False,,False
-288000.0,2320500.0,,5000,False,,False
-285500.0,2320500.0,,5000,False,,False
-283000.0,2320500.0,,5000,False,,False
-280500.0,2320500.0,,5000,False,,False
-278000.0,2320500.0,,5000,False,,False
-275500.0,2320500.0,,5000,False,,False
-273000.0,2320500.0,,5000,False,,False
-270500.0,2320500.0,,5000,False,,False
-268000.0,2320500.0,,5000,False,,False
-265500.0,2320500.0,,5000,False,,False
-263000.0,2320500.0,,5000,False,,False
-260500.0,2320500.0,,5000,False,,False
-258000.0,2320500.0,,5000,False,,False
-255500.0,2320500.0,,5000,False,,False
-253000.0,2320500.0,,5000,False,,False
-250500.0,2320500.0,,5000,False,,False
-248000.0,2320500.0,,5000,False,,False
-245500.0,2320500.0,,5000,False,,False
-243000.0,2320500.0,,5000,False,,False
-240500.0,2320500.0,,5000,False,,False
-238000.0,2320500.0,,5000,False,,False
-235500.0,2320500.0,,5000,False,,False
-233000.0,2320500.0,,5000,False,,False
-230500.0,2320500.0,,5000,False,,False
-228000.0,2320500.0,,5000,False,,False
-225500.0,2320500.0,,5000,False,,False
-223000.0,2320500.0,,5000,False,,False
-220500.0,2320500.0,,5000,False,,False
-218000.0,2320500.0,,5000,False,,False
-215500.0,2320500.0,,5000,False,,False
-213000.0,2320500.0,,5000,False,,False
-210500.0,2320500.0,,5000,False,,False
-208000.0,2320500.0,,5000,False,,False
-205500.0,2320500.0,,5000,False,,False
-203000.0,2320500.0,,5000,False,,False
-200500.0,2320500.0,,5000,False,,False
-198000.0,2320500.0,,5000,False,,False
-195500.0,2320500.0,,5000,False,,False
-193000.0,2320500.0,,5000,False,,False
-190500.0,2320500.0,,5000,False,,False
-188000.0,2320500.0,,5000,False,,False
-185500.0,2320500.0,,5000,False,,False
-183000.0,2320500.0,,5000,False,,False
-180500.0,2320500.0,,5000,False,,False
-178000.0,2320500.0,,5000,False,,False
-175500.0,2320500.0,,5000,False,,False
-173000.0,2320500.0,,5000,False,,False
-170500.0,2320500.0,,5000,False,,False
-168000.0,2320500.0,,5000,False,,False
-165500.0,2320500.0,,5000,False,,False
-163000.0,2320500.0,,5000,False,,False
-160500.0,2320500.0,,5000,False,,False
-158000.0,2320500.0,,5000,False,,False
-155500.0,2320500.0,,5000,False,,False
-153000.0,2320500.0,,5000,False,,False
-150500.0,2320500.0,,5000,False,,False
-148000.0,2320500.0,,5000,False,,False
-145500.0,2320500.0,,5000,False,,False
-143000.0,2320500.0,,5000,False,,False
-140500.0,2320500.0,,5000,False,,False
-138000.0,2320500.0,,5000,False,,False
-135500.0,2320500.0,,5000,False,,False
-133000.0,2320500.0,,5000,False,,False
-130500.0,2320500.0,,5000,False,,False
-128000.0,2320500.0,,5000,False,,False
-125500.0,2320500.0,,5000,False,,False
-123000.0,2320500.0,,5000,False,,False
-120500.0,2320500.0,,5000,False,,False
-118000.0,2320500.0,,5000,False,,False
-115500.0,2320500.0,,5000,False,,False
-113000.0,2320500.0,,5000,False,,False
-110500.0,2320500.0,,5000,False,,False
-108000.0,2320500.0,,5000,False,,False
-105500.0,2320500.0,,5000,False,,False
-103000.0,2320500.0,,5000,False,,False
-100500.0,2320500.0,,5000,False,,False
-98000.0,2320500.0,,5000,False,,False
-95500.0,2320500.0,,5000,False,,False
-93000.0,2320500.0,,5000,False,,False
-90500.0,2320500.0,,5000,False,,False
-88000.0,2320500.0,,5000,False,,False
-85500.0,2320500.0,,5000,False,,False
-83000.0,2320500.0,,5000,False,,False
-80500.0,2320500.0,,5000,False,,False
-78000.0,2320500.0,,5000,False,,False
-75500.0,2320500.0,,5000,False,,False
-73000.0,2320500.0,,5000,False,,False
-70500.0,2320500.0,,5000,False,,False
-68000.0,2320500.0,,5000,False,,False
-65500.0,2320500.0,,5000,False,,False
-63000.0,2320500.0,,5000,False,,False
-60500.0,2320500.0,,5000,False,,False
-58000.0,2320500.0,,5000,False,,False
-55500.0,2320500.0,,5000,False,,False
-53000.0,2320500.0,,5000,False,,False
-50500.0,2320500.0,,5000,False,,False
-48000.0,2320500.0,,5000,False,,False
-45500.0,2320500.0,,5000,False,,False
-43000.0,2320500.0,,5000,False,,False
-40500.0,2320500.0,,5000,False,,False
-38000.0,2320500.0,,5000,False,,False
-35500.0,2320500.0,,5000,False,,False
-33000.0,2320500.0,,5000,False,,False
-30500.0,2320500.0,,5000,False,,False
-28000.0,2320500.0,,5000,False,,False
-25500.0,2320500.0,,5000,False,,False
-23000.0,2320500.0,,5000,False,,False
-20500.0,2320500.0,,5000,False,,False
-18000.0,2320500.0,,5000,False,,False
-15500.0,2320500.0,,5000,False,,False
-13000.0,2320500.0,,5000,False,,False
-10500.0,2320500.0,,5000,False,,False
-8000.0,2320500.0,,5000,False,,False
-5500.0,2320500.0,,5000,False,,False
-3000.0,2320500.0,,5000,False,,False
-500.0,2320500.0,,5000,False,,False
2000.0,2320500.0,,5000,False,,False
4500.0,2320500.0,,5000,False,,False
7000.0,2320500.0,,5000,False,,False
9500.0,2320500.0,,5000,False,,False
12000.0,2320500.0,,5000,False,,False
14500.0,2320500.0,,5000,False,,False
17000.0,2320500.0,,5000,False,,False
19500.0,2320500.0,,5000,False,,False
22000.0,2320500.0,,5000,False,,False
24500.0,2320500.0,,5000,False,,False
27000.0,2320500.0,,5000,False,,False
29500.0,2320500.0,,5000,False,,False
32000.0,2320500.0,,5000,False,,False
34500.0,2320500.0,,5000,False,,False
37000.0,2320500.0,,5000,False,,False
39500.0,2320500.0,,5000,False,,False
42000.0,2320500.0,,5000,False,,False
44500.0,2320500.0,,5000,False,,False
47000.0,2320500.0,,5000,False,,False
49500.0,2320500.0,,5000,False,,False
52000.0,2320500.0,,5000,False,,False
54500.0,2320500.0,,5000,False,,False
57000.0,2320500.0,,5000,False,,False
59500.0,2320500.0,,5000,False,,False
62000.0,2320500.0,,5000,False,,False
64500.0,2320500.0,,5000,False,,False
67000.0,2320500.0,,5000,False,,False
69500.0,2320500.0,,5000,False,,False
72000.0,2320500.0,,5000,False,,False
74500.0,2320500.0,,5000,False,,False
77000.0,2320500.0,,5000,False,,False
79500.0,2320500.0,,5000,False,,False
82000.0,2320500.0,,5000,False,,False
84500.0,2320500.0,,5000,False,,False
87000.0,2320500.0,,5000,False,,False
89500.0,2320500.0,,5000,False,,False
92000.0,2320500.0,,5000,False,,False
94500.0,2320500.0,,5000,False,,False
97000.0,2320500.0,,5000,False,,False
99500.0,2320500.0,,5000,False,,False
102000.0,2320500.0,,5000,False,,False
104500.0,2320500.0,,5000,False,,False
107000.0,2320500.0,,5000,False,,False
109500.0,2320500.0,,5000,False,,False
112000.0,2320500.0,,5000,False,,False
114500.0,2320500.0,,5000,False,,False
117000.0,2320500.0,,5000,False,,False
119500.0,2320500.0,,5000,False,,False
122000.0,2320500.0,,5000,False,,False
124500.0,2320500.0,,5000,False,,False
127000.0,2320500.0,,5000,False,,False
129500.0,2320500.0,,5000,False,,False
132000.0,2320500.0,,5000,False,,False
134500.0,2320500.0,,5000,False,,False
137000.0,2320500.0,,5000,False,,False
139500.0,2320500.0,,5000,False,,False
142000.0,2320500.0,,5000,False,,False
144500.0,2320500.0,,5000,False,,False
147000.0,2320500.0,,5000,False,,False
149500.0,2320500.0,,5000,False,,False
152000.0,2320500.0,,5000,False,,False
154500.0,2320500.0,,5000,False,,False
157000.0,2320500.0,,5000,False,,False
159500.0,2320500.0,,5000,False,,False
162000.0,2320500.0,,5000,False,,False
164500.0,2320500.0,,5000,False,,False
167000.0,2320500.0,,5000,False,,False
169500.0,2320500.0,,5000,False,,False
172000.0,2320500.0,,5000,False,,False
174500.0,2320500.0,,5000,False,,False
177000.0,2320500.0,,5000,False,,False
179500.0,2320500.0,,5000,False,,False
182000.0,2320500.0,,5000,False,,False
184500.0,2320500.0,,5000,False,,False
187000.0,2320500.0,,5000,False,,False
189500.0,2320500.0,,5000,False,,False
192000.0,2320500.0,,5000,False,,False
194500.0,2320500.0,,5000,False,,False
197000.0,2320500.0,,5000,False,,False
199500.0,2320500.0,,5000,False,,False
202000.0,2320500.0,,5000,False,,False
204500.0,2320500.0,,5000,False,,False
207000.0,2320500.0,,5000,False,,False
209500.0,2320500.0,,5000,False,,False
212000.0,2320500.0,,5000,False,,False
214500.0,2320500.0,,5000,False,,False
217000.0,2320500.0,,5000,False,,False
219500.0,2320500.0,,5000,False,,False
222000.0,2320500.0,,5000,False,,False
224500.0,2320500.0,,5000,False,,False
227000.0,2320500.0,,5000,False,,False
229500.0,2320500.0,,5000,False,,False
232000.0,2320500.0,,5000,False,,False
234500.0,2320500.0,,5000,False,,False
237000.0,2320500.0,,5000,False,,False
239500.0,2320500.0,,5000,False,,False
242000.0,2320500.0,,5000,False,,False
244500.0,2320500.0,,5000,False,,False
247000.0,2320500.0,,5000,False,,False
249500.0,2320500.0,,5000,False,,False
252000.0,2320500.0,,5000,False,,False
254500.0,2320500.0,,5000,False,,False
257000.0,2320500.0,,5000,False,,False
259500.0,2320500.0,,5000,False,,False
262000.0,2320500.0,,5000,False,,False
264500.0,2320500.0,,5000,False,,False
267000.0,2320500.0,,5000,False,,False
269500.0,2320500.0,,5000,False,,False
272000.0,2320500.0,,5000,False,,False
274500.0,2320500.0,,5000,False,,False
277000.0,2320500.0,,5000,False,,False
279500.0,2320500.0,,5000,False,,False
282000.0,2320500.0,,5000,False,,False
284500.0,2320500.0,,5000,False,,False
287000.0,2320500.0,,5000,False,,False
289500.0,2320500.0,,5000,False,,False
292000.0,2320500.0,,5000,False,,False
294500.0,2320500.0,,5000,False,,False
297000.0,2320500.0,,5000,False,,False
299500.0,2320500.0,,5000,False,,False
302000.0,2320500.0,,5000,False,,False
304500.0,2320500.0,,5000,False,,False
307000.0,2320500.0,,5000,False,,False
309500.0,2320500.0,,5000,False,,False
312000.0,2320500.0,,5000,False,,False
314500.0,2320500.0,,5000,False,,False
317000.0,2320500.0,,5000,False,,False
319500.0,2320500.0,,5000,False,,False
322000.0,2320500.0,,5000,False,,False
324500.0,2320500.0,,5000,False,,False
327000.0,2320500.0,,5000,False,,False
329500.0,2320500.0,,5000,False,,False
332000.0,2320500.0,,5000,False,,False
334500.0,2320500.0,,5000,False,,False
337000.0,2320500.0,,5000,False,,False
-410500.0,2318000.0,,5000,False,,False
-408000.0,2318000.0,,5000,False,,False
-405500.0,2318000.0,,5000,False,,False
-403000.0,2318000.0,,5000,False,,False
-400500.0,2318000.0,,5000,False,,False
-398000.0,2318000.0,,5000,False,,False
-395500.0,2318000.0,,5000,False,,False
-393000.0,2318000.0,,5000,False,,False
-390500.0,2318000.0,,5000,False,,False
-388000.0,2318000.0,,5000,False,,False
-385500.0,2318000.0,,5000,False,,False
-383000.0,2318000.0,,5000,False,,False
-380500.0,2318000.0,,5000,False,,False
-378000.0,2318000.0,,5000,False,,False
-375500.0,2318000.0,,5000,False,,False
-373000.0,2318000.0,,5000,False,,False
-370500.0,2318000.0,,5000,False,,False
-368000.0,2318000.0,,5000,False,,False
-365500.0,2318000.0,,5000,False,,False
-363000.0,2318000.0,,5000,False,,False
-360500.0,2318000.0,,5000,False,,False
-358000.0,2318000.0,,5000,False,,False
-355500.0,2318000.0,,5000,False,,False
-353000.0,2318000.0,,5000,False,,False
-350500.0,2318000.0,,5000,False,,False
-348000.0,2318000.0,,5000,False,,False
-345500.0,2318000.0,,5000,False,,False
-343000.0,2318000.0,,5000,False,,False
-340500.0,2318000.0,,5000,False,,False
-338000.0,2318000.0,,5000,False,,False
-335500.0,2318000.0,,5000,False,,False
-333000.0,2318000.0,,5000,False,,False
-330500.0,2318000.0,,5000,False,,False
-328000.0,2318000.0,,5000,False,,False
-325500.0,2318000.0,,5000,False,,False
-323000.0,2318000.0,,5000,False,,False
-320500.0,2318000.0,,5000,False,,False
-318000.0,2318000.0,,5000,False,,False
-315500.0,2318000.0,,5000,False,,False
-313000.0,2318000.0,,5000,False,,False
-310500.0,2318000.0,,5000,False,,False
-308000.0,2318000.0,,5000,False,,False
-305500.0,2318000.0,,5000,False,,False
-303000.0,2318000.0,,5000,False,,False
-300500.0,2318000.0,,5000,False,,False
-298000.0,2318000.0,,5000,False,,False
-295500.0,2318000.0,,5000,False,,False
-293000.0,2318000.0,,5000,False,,False
-290500.0,2318000.0,,5000,False,,False
-288000.0,2318000.0,,5000,False,,False
-285500.0,2318000.0,,5000,False,,False
-283000.0,2318000.0,,5000,False,,False
-280500.0,2318000.0,,5000,False,,False
-278000.0,2318000.0,,5000,False,,False
-275500.0,2318000.0,,5000,False,,False
-273000.0,2318000.0,,5000,False,,False
-270500.0,2318000.0,,5000,False,,False
-268000.0,2318000.0,,5000,False,,False
-265500.0,2318000.0,,5000,False,,False
-263000.0,2318000.0,,5000,False,,False
-260500.0,2318000.0,,5000,False,,False
-258000.0,2318000.0,,5000,False,,False
-255500.0,2318000.0,,5000,False,,False
-253000.0,2318000.0,,5000,False,,False
-250500.0,2318000.0,,5000,False,,False
-248000.0,2318000.0,,5000,False,,False
-245500.0,2318000.0,,5000,False,,False
-243000.0,2318000.0,,5000,False,,False
-240500.0,2318000.0,,5000,False,,False
-238000.0,2318000.0,,5000,False,,False
-235500.0,2318000.0,,5000,False,,False
-233000.0,2318000.0,,5000,False,,False
-230500.0,2318000.0,,5000,False,,False
-228000.0,2318000.0,,5000,False,,False
-225500.0,2318000.0,,5000,False,,False
-223000.0,2318000.0,,5000,False,,False
-220500.0,2318000.0,,5000,False,,False
-218000.0,2318000.0,,5000,False,,False
-215500.0,2318000.0,,5000,False,,False
-213000.0,2318000.0,,5000,False,,False
-210500.0,2318000.0,,5000,False,,False
-208000.0,2318000.0,,5000,False,,False
-205500.0,2318000.0,,5000,False,,False
-203000.0,2318000.0,,5000,False,,False
-200500.0,2318000.0,,5000,False,,False
-198000.0,2318000.0,,5000,False,,False
-195500.0,2318000.0,,5000,False,,False
-193000.0,2318000.0,,5000,False,,False
-190500.0,2318000.0,,5000,False,,False
-188000.0,2318000.0,,5000,False,,False
-185500.0,2318000.0,,5000,False,,False
-183000.0,2318000.0,,5000,False,,False
-180500.0,2318000.0,,5000,False,,False
-178000.0,2318000.0,,5000,False,,False
-175500.0,2318000.0,,5000,False,,False
-173000.0,2318000.0,,5000,False,,False
-170500.0,2318000.0,,5000,False,,False
-168000.0,2318000.0,,5000,False,,False
-165500.0,2318000.0,,5000,False,,False
-163000.0,2318000.0,,5000,False,,False
-160500.0,2318000.0,,5000,False,,False
-158000.0,2318000.0,,5000,False,,False
-155500.0,2318000.0,,5000,False,,False
-153000.0,2318000.0,,5000,False,,False
-150500.0,2318000.0,,5000,False,,False
-148000.0,2318000.0,,5000,False,,False
-145500.0,2318000.0,,5000,False,,False
-143000.0,2318000.0,,5000,False,,False
-140500.0,2318000.0,,5000,False,,False
-138000.0,2318000.0,,5000,False,,False
-135500.0,2318000.0,,5000,False,,False
-133000.0,2318000.0,,5000,False,,False
-130500.0,2318000.0,,5000,False,,False
-128000.0,2318000.0,,5000,False,,False
-125500.0,2318000.0,,5000,False,,False
-123000.0,2318000.0,,5000,False,,False
-120500.0,2318000.0,,5000,False,,False
-118000.0,2318000.0,,5000,False,,False
-115500.0,2318000.0,,5000,False,,False
-113000.0,2318000.0,,5000,False,,False
-110500.0,2318000.0,,5000,False,,False
-108000.0,2318000.0,,5000,False,,False
-105500.0,2318000.0,,5000,False,,False
-103000.0,2318000.0,,5000,False,,False
-100500.0,2318000.0,,5000,False,,False
-98000.0,2318000.0,,5000,False,,False
-95500.0,2318000.0,,5000,False,,False
-93000.0,2318000.0,,5000,False,,False
-90500.0,2318000.0,,5000,False,,False
-88000.0,2318000.0,,5000,False,,False
-85500.0,2318000.0,,5000,False,,False
-83000.0,2318000.0,,5000,False,,False
-80500.0,2318000.0,,5000,False,,False
-78000.0,2318000.0,,5000,False,,False
-75500.0,2318000.0,,5000,False,,False
-73000.0,2318000.0,,5000,False,,False
-70500.0,2318000.0,,5000,False,,False
-68000.0,2318000.0,,5000,False,,False
-65500.0,2318000.0,,5000,False,,False
-63000.0,2318000.0,,5000,False,,False
-60500.0,2318000.0,,5000,False,,False
-58000.0,2318000.0,,5000,False,,False
-55500.0,2318000.0,,5000,False,,False
-53000.0,2318000.0,,5000,False,,False
-50500.0,2318000.0,,5000,False,,False
-48000.0,2318000.0,,5000,False,,False
-45500.0,2318000.0,,5000,False,,False
-43000.0,2318000.0,,5000,False,,False
-40500.0,2318000.0,,5000,False,,False
-38000.0,2318000.0,,5000,False,,False
-35500.0,2318000.0,,5000,False,,False
-33000.0,2318000.0,,5000,False,,False
-30500.0,2318000.0,,5000,False,,False
-28000.0,2318000.0,,5000,False,,False
-25500.0,2318000.0,,5000,False,,False
-23000.0,2318000.0,,5000,False,,False
-20500.0,2318000.0,,5000,False,,False
-18000.0,2318000.0,,5000,False,,False
-15500.0,2318000.0,,5000,False,,False
-13000.0,2318000.0,,5000,False,,False
-10500.0,2318000.0,,5000,False,,False
-8000.0,2318000.0,,5000,False,,False
-5500.0,2318000.0,,5000,False,,False
-3000.0,2318000.0,,5000,False,,False
-500.0,2318000.0,,5000,False,,False
2000.0,2318000.0,,5000,False,,False
4500.0,2318000.0,,5000,False,,False
7000.0,2318000.0,,5000,False,,False
9500.0,2318000.0,,5000,False,,False
12000.0,2318000.0,,5000,False,,False
14500.0,2318000.0,,5000,False,,False
17000.0,2318000.0,,5000,False,,False
19500.0,2318000.0,,5000,False,,False
22000.0,2318000.0,,5000,False,,False
24500.0,2318000.0,,5000,False,,False
27000.0,2318000.0,,5000,False,,False
29500.0,2318000.0,,5000,False,,False
32000.0,2318000.0,,5000,False,,False
34500.0,2318000.0,,5000,False,,False
37000.0,2318000.0,,5000,False,,False
39500.0,2318000.0,,5000,False,,False
42000.0,2318000.0,,5000,False,,False
44500.0,2318000.0,,5000,False,,False
47000.0,2318000.0,,5000,False,,False
49500.0,2318000.0,,5000,False,,False
52000.0,2318000.0,,5000,False,,False
54500.0,2318000.0,,5000,False,,False
57000.0,2318000.0,,5000,False,,False
59500.0,2318000.0,,5000,False,,False
62000.0,2318000.0,,5000,False,,False
64500.0,2318000.0,,5000,False,,False
67000.0,2318000.0,,5000,False,,False
69500.0,2318000.0,,5000,False,,False
72000.0,2318000.0,,5000,False,,False
74500.0,2318000.0,,5000,False,,False
77000.0,2318000.0,,5000,False,,False
79500.0,2318000.0,,5000,False,,False
82000.0,2318000.0,,5000,False,,False
84500.0,2318000.0,,5000,False,,False
87000.0,2318000.0,,5000,False,,False
89500.0,2318000.0,,5000,False,,False
92000.0,2318000.0,,5000,False,,False
94500.0,2318000.0,,5000,False,,False
97000.0,2318000.0,,5000,False,,False
99500.0,2318000.0,,5000,False,,False
102000.0,2318000.0,,5000,False,,False
104500.0,2318000.0,,5000,False,,False
107000.0,2318000.0,,5000,False,,False
109500.0,2318000.0,,5000,False,,False
112000.0,2318000.0,,5000,False,,False
114500.0,2318000.0,,5000,False,,False
117000.0,2318000.0,,5000,False,,False
119500.0,2318000.0,,5000,False,,False
122000.0,2318000.0,,5000,False,,False
124500.0,2318000.0,,5000,False,,False
127000.0,2318000.0,,5000,False,,False
129500.0,2318000.0,,5000,False,,False
132000.0,2318000.0,,5000,False,,False
134500.0,2318000.0,,5000,False,,False
137000.0,2318000.0,,5000,False,,False
139500.0,2318000.0,,5000,False,,False
142000.0,2318000.0,,5000,False,,False
144500.0,2318000.0,,5000,False,,False
147000.0,2318000.0,,5000,False,,False
149500.0,2318000.0,,5000,False,,False
152000.0,2318000.0,,5000,False,,False
154500.0,2318000.0,,5000,False,,False
157000.0,2318000.0,,5000,False,,False
159500.0,2318000.0,,5000,False,,False
162000.0,2318000.0,,5000,False,,False
164500.0,2318000.0,,5000,False,,False
167000.0,2318000.0,,5000,False,,False
169500.0,2318000.0,,5000,False,,False
172000.0,2318000.0,,5000,False,,False
174500.0,2318000.0,,5000,False,,False
177000.0,2318000.0,,5000,False,,False
179500.0,2318000.0,,5000,False,,False
182000.0,2318000.0,,5000,False,,False
184500.0,2318000.0,,5000,False,,False
187000.0,2318000.0,,5000,False,,False
189500.0,2318000.0,,5000,False,,False
192000.0,2318000.0,,5000,False,,False
194500.0,2318000.0,,5000,False,,False
197000.0,2318000.0,,5000,False,,False
199500.0,2318000.0,,5000,False,,False
202000.0,2318000.0,,5000,False,,False
204500.0,2318000.0,,5000,False,,False
207000.0,2318000.0,,5000,False,,False
209500.0,2318000.0,,5000,False,,False
212000.0,2318000.0,,5000,False,,False
214500.0,2318000.0,,5000,False,,False
217000.0,2318000.0,,5000,False,,False
219500.0,2318000.0,,5000,False,,False
222000.0,2318000.0,,5000,False,,False
224500.0,2318000.0,,5000,False,,False
227000.0,2318000.0,,5000,False,,False
229500.0,2318000.0,,5000,False,,False
232000.0,2318000.0,,5000,False,,False
234500.0,2318000.0,,5000,False,,False
237000.0,2318000.0,,5000,False,,False
239500.0,2318000.0,,5000,False,,False
242000.0,2318000.0,,5000,False,,False
244500.0,2318000.0,,5000,False,,False
247000.0,2318000.0,,5000,False,,False
249500.0,2318000.0,,5000,False,,False
252000.0,2318000.0,,5000,False,,False
254500.0,2318000.0,,5000,False,,False
257000.0,2318000.0,,5000,False,,False
259500.0,2318000.0,,5000,False,,False
262000.0,2318000.0,,5000,False,,False
264500.0,2318000.0,,5000,False,,False
267000.0,2318000.0,,5000,False,,False
269500.0,2318000.0,,5000,False,,False
272000.0,2318000.0,,5000,False,,False
274500.0,2318000.0,,5000,False,,False
277000.0,2318000.0,,5000,False,,False
279500.0,2318000.0,,5000,False,,False
282000.0,2318000.0,,5000,False,,False
284500.0,2318000.0,,5000,False,,False
287000.0,2318000.0,,5000,False,,False
289500.0,2318000.0,,5000,False,,False
292000.0,2318000.0,,5000,False,,False
294500.0,2318000.0,,5000,False,,False
297000.0,2318000.0,,5000,False,,False
299500.0,2318000.0,,5000,False,,False
302000.0,2318000.0,,5000,False,,False
304500.0,2318000.0,,5000,False,,False
307000.0,2318000.0,,5000,False,,False
309500.0,2318000.0,,5000,False,,False
312000.0,2318000.0,,5000,False,,False
314500.0,2318000.0,,5000,False,,False
317000.0,2318000.0,,5000,False,,False
319500.0,2318000.0,,5000,False,,False
322000.0,2318000.0,,5000,False,,False
324500.0,2318000.0,,5000,False,,False
327000.0,2318000.0,,5000,False,,False
329500.0,2318000.0,,5000,False,,False
332000.0,2318000.0,,5000,False,,False
334500.0,2318000.0,,5000,False,,False
337000.0,2318000.0,,5000,False,,False
-410500.0,2315500.0,,5000,False,,False
-408000.0,2315500.0,,5000,False,,False
-405500.0,2315500.0,,5000,False,,False
-403000.0,2315500.0,,5000,False,,False
-400500.0,2315500.0,,5000,False,,False
-398000.0,2315500.0,,5000,False,,False
-395500.0,2315500.0,,5000,False,,False
-393000.0,2315500.0,,5000,False,,False
-390500.0,2315500.0,,5000,False,,False
-388000.0,2315500.0,,5000,False,,False
-385500.0,2315500.0,,5000,False,,False
-383000.0,2315500.0,,5000,False,,False
-380500.0,2315500.0,,5000,False,,False
-378000.0,2315500.0,,5000,False,,False
-375500.0,2315500.0,,5000,False,,False
-373000.0,2315500.0,,5000,False,,False
-370500.0,2315500.0,,5000,False,,False
-368000.0,2315500.0,,5000,False,,False
-365500.0,2315500.0,,5000,False,,False
-363000.0,2315500.0,,5000,False,,False
-360500.0,2315500.0,,5000,False,,False
-358000.0,2315500.0,,5000,False,,False
-355500.0,2315500.0,,5000,False,,False
-353000.0,2315500.0,,5000,False,,False
-350500.0,2315500.0,,5000,False,,False
-348000.0,2315500.0,,5000,False,,False
-345500.0,2315500.0,,5000,False,,False
-343000.0,2315500.0,,5000,False,,False
-340500.0,2315500.0,,5000,False,,False
-338000.0,2315500.0,,5000,False,,False
-335500.0,2315500.0,,5000,False,,False
-333000.0,2315500.0,,5000,False,,False
-330500.0,2315500.0,,5000,False,,False
-328000.0,2315500.0,,5000,False,,False
-325500.0,2315500.0,,5000,False,,False
-323000.0,2315500.0,,5000,False,,False
-320500.0,2315500.0,,5000,False,,False
-318000.0,2315500.0,,5000,False,,False
-315500.0,2315500.0,,5000,False,,False
-313000.0,2315500.0,,5000,False,,False
-310500.0,2315500.0,,5000,False,,False
-308000.0,2315500.0,,5000,False,,False
-305500.0,2315500.0,,5000,False,,False
-303000.0,2315500.0,,5000,False,,False
-300500.0,2315500.0,,5000,False,,False
-298000.0,2315500.0,,5000,False,,False
-295500.0,2315500.0,,5000,False,,False
-293000.0,2315500.0,,5000,False,,False
-290500.0,2315500.0,,5000,False,,False
-288000.0,2315500.0,,5000,False,,False
-285500.0,2315500.0,,5000,False,,False
-283000.0,2315500.0,,5000,False,,False
-280500.0,2315500.0,,5000,False,,False
-278000.0,2315500.0,,5000,False,,False
